"Family","DiagramIndex","Example03Group","Example03Topology","Example03GraphIndex","Example03PrimaryQ","PropagatorCount","PreselectionZeroVars","PreselectionEffectivePropagatorCount","InternalLines","ExternalLines","PySecDecInput"
"""planar""","278","""other""","""""","""""","False","8","{x1, x2, x3}","5","{{""0"", {1, 2}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {3, 5}}, {""0"", {3, 7}}, {""0"", {4, 7}}, {""0"", {5, 6}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 2]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [3, 5]], [\""0\"", [3, 7]], [\""0\"", [4, 7]], [\""0\"", [5, 6]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","279","""other""","""""","""""","False","8","{x1, x2, x3}","5","{{""0"", {1, 2}}, {""0"", {1, 6}}, {""0"", {2, 5}}, {""0"", {3, 4}}, {""0"", {3, 6}}, {""0"", {4, 7}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 2]], [\""0\"", [1, 6]], [\""0\"", [2, 5]], [\""0\"", [3, 4]], [\""0\"", [3, 6]], [\""0\"", [4, 7]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","287","""other""","""""","""""","False","8","{x0, x3, x4}","5","{{""0"", {1, 3}}, {""0"", {1, 6}}, {""0"", {2, 3}}, {""0"", {2, 7}}, {""0"", {4, 5}}, {""0"", {4, 6}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 3]], [\""0\"", [1, 6]], [\""0\"", [2, 3]], [\""0\"", [2, 7]], [\""0\"", [4, 5]], [\""0\"", [4, 6]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","290","""other""","""""","""""","False","8","{x1, x4}","6","{{""0"", {1, 3}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 7}}, {""0"", {3, 5}}, {""0"", {4, 6}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 3]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 7]], [\""0\"", [3, 5]], [\""0\"", [4, 6]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","291","""other""","""""","""""","False","8","{x1, x2, x4}","5","{{""0"", {1, 3}}, {""0"", {1, 6}}, {""0"", {2, 5}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {4, 7}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 3]], [\""0\"", [1, 6]], [\""0\"", [2, 5]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [4, 7]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","292","""other""","""""","""""","False","8","{x0, x3, x5}","5","{{""0"", {1, 3}}, {""0"", {1, 6}}, {""0"", {2, 5}}, {""0"", {2, 6}}, {""0"", {3, 7}}, {""0"", {4, 5}}, {""0"", {4, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 3]], [\""0\"", [1, 6]], [\""0\"", [2, 5]], [\""0\"", [2, 6]], [\""0\"", [3, 7]], [\""0\"", [4, 5]], [\""0\"", [4, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","293","""other""","""""","""""","False","8","{x0, x3, x5}","5","{{""0"", {1, 3}}, {""0"", {1, 7}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 6}}, {""0"", {4, 5}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 3]], [\""0\"", [1, 7]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 6]], [\""0\"", [4, 5]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","298","""other""","""""","""""","False","8","{x0, x3, x4}","5","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 3}}, {""0"", {2, 6}}, {""0"", {3, 5}}, {""0"", {4, 7}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 3]], [\""0\"", [2, 6]], [\""0\"", [3, 5]], [\""0\"", [4, 7]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","301","""other""","""""","""""","False","8","{}","8","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 7}}, {""0"", {3, 5}}, {""0"", {3, 6}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 7]], [\""0\"", [3, 5]], [\""0\"", [3, 6]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","302","""other""","""""","""""","False","8","{}","8","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 7}}, {""0"", {3, 5}}, {""0"", {3, 7}}, {""0"", {5, 6}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 7]], [\""0\"", [3, 5]], [\""0\"", [3, 7]], [\""0\"", [5, 6]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","303","""other""","""""","""""","False","8","{x1, x4}","6","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 5}}, {""0"", {2, 7}}, {""0"", {3, 4}}, {""0"", {3, 7}}, {""0"", {5, 6}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 5]], [\""0\"", [2, 7]], [\""0\"", [3, 4]], [\""0\"", [3, 7]], [\""0\"", [5, 6]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","305","""other""","""""","""""","False","8","{x3, x4}","6","{{""0"", {1, 4}}, {""0"", {1, 7}}, {""0"", {2, 3}}, {""0"", {2, 6}}, {""0"", {3, 5}}, {""0"", {4, 6}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 7]], [\""0\"", [2, 3]], [\""0\"", [2, 6]], [\""0\"", [3, 5]], [\""0\"", [4, 6]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","306","""other""","""""","""""","False","8","{x3, x4}","6","{{""0"", {1, 4}}, {""0"", {1, 7}}, {""0"", {2, 5}}, {""0"", {2, 6}}, {""0"", {3, 5}}, {""0"", {3, 7}}, {""0"", {4, 6}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 7]], [\""0\"", [2, 5]], [\""0\"", [2, 6]], [\""0\"", [3, 5]], [\""0\"", [3, 7]], [\""0\"", [4, 6]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","311","""other""","""""","""""","False","8","{x0, x3, x4}","5","{{""0"", {1, 5}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {3, 7}}, {""0"", {5, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 5]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [3, 7]], [\""0\"", [5, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""planar""","312","""other""","""""","""""","False","8","{x1, x2, x4}","5","{{""0"", {1, 5}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 5}}, {""0"", {3, 7}}, {""0"", {4, 7}}, {""0"", {6, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 5]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 5]], [\""0\"", [3, 7]], [\""0\"", [4, 7]], [\""0\"", [6, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","6","""other""","""""","""""","False","6","{}","6","{{""0"", {1, 4}}, {""0"", {1, 5}}, {""0"", {2, 4}}, {""0"", {2, 5}}, {""0"", {3, 4}}, {""0"", {3, 5}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 5]], [\""0\"", [2, 4]], [\""0\"", [2, 5]], [\""0\"", [3, 4]], [\""0\"", [3, 5]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","20","""other""","""""","""""","False","7","{x1, x3}","5","{{""0"", {1, 2}}, {""0"", {1, 6}}, {""0"", {3, 2}}, {""0"", {3, 4}}, {""0"", {4, 6}}, {""0"", {5, 2}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 2]], [\""0\"", [1, 6]], [\""0\"", [3, 2]], [\""0\"", [3, 4]], [\""0\"", [4, 6]], [\""0\"", [5, 2]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","24","""other""","""""","""""","False","7","{x1, x2}","5","{{""0"", {1, 2}}, {""0"", {1, 6}}, {""0"", {3, 4}}, {""0"", {3, 6}}, {""0"", {4, 2}}, {""0"", {5, 2}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 2]], [\""0\"", [1, 6]], [\""0\"", [3, 4]], [\""0\"", [3, 6]], [\""0\"", [4, 2]], [\""0\"", [5, 2]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","39","""other""","""""","""""","False","7","{x6}","6","{{""0"", {1, 4}}, {""0"", {1, 5}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {3, 6}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 5]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [3, 6]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","44","""other""","""""","""""","False","7","{x6}","6","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 5}}, {""0"", {3, 4}}, {""0"", {3, 6}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 5]], [\""0\"", [3, 4]], [\""0\"", [3, 6]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","45","""other""","""""","""""","False","7","{x6}","6","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {3, 5}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [3, 5]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","62","""other""","""""","""""","False","7","{x1, x3}","5","{{""0"", {2, 1}}, {""0"", {2, 6}}, {""0"", {3, 1}}, {""0"", {3, 4}}, {""0"", {4, 6}}, {""0"", {5, 1}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [2, 1]], [\""0\"", [2, 6]], [\""0\"", [3, 1]], [\""0\"", [3, 4]], [\""0\"", [4, 6]], [\""0\"", [5, 1]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","66","""other""","""""","""""","False","7","{x1, x2}","5","{{""0"", {2, 1}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {3, 6}}, {""0"", {4, 1}}, {""0"", {5, 1}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [2, 1]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [3, 6]], [\""0\"", [4, 1]], [\""0\"", [5, 1]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","80","""other""","""""","""""","False","8","{x1, x3, x4}","5","{{""0"", {1, 3}}, {""0"", {1, 6}}, {""0"", {2, 6}}, {""0"", {2, 7}}, {""0"", {3, 4}}, {""0"", {4, 7}}, {""0"", {5, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 3]], [\""0\"", [1, 6]], [\""0\"", [2, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 4]], [\""0\"", [4, 7]], [\""0\"", [5, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","82","""other""","""""","""""","False","8","{x6, x7}","6","{{""0"", {1, 4}}, {""0"", {1, 5}}, {""0"", {2, 6}}, {""0"", {2, 7}}, {""0"", {3, 6}}, {""0"", {3, 7}}, {""0"", {4, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 5]], [\""0\"", [2, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 6]], [\""0\"", [3, 7]], [\""0\"", [4, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","84","""other""","""""","""""","False","8","{x1, x3, x4}","5","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 6}}, {""0"", {2, 7}}, {""0"", {3, 4}}, {""0"", {3, 7}}, {""0"", {5, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 4]], [\""0\"", [3, 7]], [\""0\"", [5, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","91","""other""","""""","""""","False","8","{x1, x3, x4}","5","{{""0"", {1, 6}}, {""0"", {1, 7}}, {""0"", {2, 3}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {4, 7}}, {""0"", {5, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 6]], [\""0\"", [1, 7]], [\""0\"", [2, 3]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [4, 7]], [\""0\"", [5, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","93","""other""","""""","""""","False","8","{x6, x7}","6","{{""0"", {1, 6}}, {""0"", {1, 7}}, {""0"", {2, 4}}, {""0"", {2, 5}}, {""0"", {3, 6}}, {""0"", {3, 7}}, {""0"", {4, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 6]], [\""0\"", [1, 7]], [\""0\"", [2, 4]], [\""0\"", [2, 5]], [\""0\"", [3, 6]], [\""0\"", [3, 7]], [\""0\"", [4, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","94","""other""","""""","""""","False","8","{x1, x3, x4}","5","{{""0"", {1, 6}}, {""0"", {1, 7}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 4}}, {""0"", {3, 7}}, {""0"", {5, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 6]], [\""0\"", [1, 7]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 4]], [\""0\"", [3, 7]], [\""0\"", [5, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","98","""other""","""""","""""","False","8","{x6, x7}","6","{{""0"", {1, 6}}, {""0"", {1, 7}}, {""0"", {2, 6}}, {""0"", {2, 7}}, {""0"", {3, 4}}, {""0"", {3, 5}}, {""0"", {4, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 6]], [\""0\"", [1, 7]], [\""0\"", [2, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 4]], [\""0\"", [3, 5]], [\""0\"", [4, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","101","""other""","""""","""""","False","8","{x1, x2, x3}","5","{{""0"", {1, 2}}, {""0"", {1, 6}}, {""0"", {2, 7}}, {""0"", {3, 4}}, {""0"", {3, 6}}, {""0"", {4, 7}}, {""0"", {5, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 2]], [\""0\"", [1, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 4]], [\""0\"", [3, 6]], [\""0\"", [4, 7]], [\""0\"", [5, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","102","""other""","""""","""""","False","8","{x1, x2, x3}","5","{{""0"", {1, 2}}, {""0"", {1, 6}}, {""0"", {2, 7}}, {""0"", {3, 4}}, {""0"", {3, 7}}, {""0"", {4, 6}}, {""0"", {5, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 2]], [\""0\"", [1, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 4]], [\""0\"", [3, 7]], [\""0\"", [4, 6]], [\""0\"", [5, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","125","""other""","""""","""""","False","8","{x6, x7}","6","{{""0"", {1, 4}}, {""0"", {1, 6}}, {""0"", {2, 5}}, {""0"", {2, 7}}, {""0"", {3, 6}}, {""0"", {3, 7}}, {""0"", {4, 7}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 6]], [\""0\"", [2, 5]], [\""0\"", [2, 7]], [\""0\"", [3, 6]], [\""0\"", [3, 7]], [\""0\"", [4, 7]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","130","""other""","""""","""""","False","8","{}","8","{{""0"", {1, 4}}, {""0"", {1, 7}}, {""0"", {2, 6}}, {""0"", {2, 7}}, {""0"", {3, 5}}, {""0"", {3, 6}}, {""0"", {4, 6}}, {""0"", {5, 7}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 4]], [\""0\"", [1, 7]], [\""0\"", [2, 6]], [\""0\"", [2, 7]], [\""0\"", [3, 5]], [\""0\"", [3, 6]], [\""0\"", [4, 6]], [\""0\"", [5, 7]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
"""nonplanar""","148","""other""","""""","""""","False","8","{}","8","{{""0"", {1, 6}}, {""0"", {1, 7}}, {""0"", {2, 4}}, {""0"", {2, 6}}, {""0"", {3, 5}}, {""0"", {3, 7}}, {""0"", {4, 7}}, {""0"", {5, 6}}}","{{p1, 1}, {p2, 2}, {p3, 3}, {p4, 4}, {p5, 5}}","""internal_lines = [[\""0\"", [1, 6]], [\""0\"", [1, 7]], [\""0\"", [2, 4]], [\""0\"", [2, 6]], [\""0\"", [3, 5]], [\""0\"", [3, 7]], [\""0\"", [4, 7]], [\""0\"", [5, 6]]]\nexternal_lines = [[\""p1\"", 1], [\""p2\"", 2], [\""p3\"", 3], [\""p4\"", 4], [\""p5\"", 5]]"""
